"UT_0h"	"UT_0h.1"	"UT_0h.2"	"UT_0h.3"	"UT_0h.4"	"UT_0h.5"	"UT_10h"	"UT_10h.1"	"UT_10h.2"	"UT_10h.3"	"UT_10h.4"	"UT_10h.5"	"5uM_10h"	"5uM_10h.1"	"5uM_10h.2"	"5uM_10h.3"	"5uM_10h.4"	"5uM_10h.5"	"10uM_10h"	"10uM_10h.1"	"10uM_10h.2"	"10uM_10h.3"	"10uM_10h.4"	"10uM_10h.5"	"UT_24h"	"UT_24h.1"	"UT_24h.2"	"UT_24h.3"	"UT_24h.4"	"UT_24h.5"	"Veh_24h"	"Veh_24h.1"	"Veh_24h.2"	"Veh_24h.3"	"Veh_24h.4"	"Veh_24h.5"	"10uM_24h"	"10uM_24h.1"	"10uM_24h.2"	"10uM_24h.3"	"10uM_24h.4"	"10uM_24h.5"	"UT_48h"	"UT_48h.1"	"UT_48h.2"	"UT_48h.3"	"UT_48h.4"	"UT_48h.5"
"choline"	13069518	37719292	33225938	25580084	37138808	52381568	41380832	25420740	21416774	26521788	28448882	16698492	14096790	16826436	21537144	13769636	13985439	11621192	18247450	22188206	18540956	13006941	21733920	12100391	40635488	44183532	29073012	35616056	34546192	44752464	20026268	25889924	46235288	25734966	48275976	38464988	24901562	20708724	27424944	15121579	20877980	23143272	34391564	44656112	51703688	9127010	47127896	32237094
"choline phosphate"	785863360	1057922176	819201088	842850368	1045386816	1168542976	1199653632	1120898048	1135470336	1261739904	1137719680	1120835200	1166419072	1265307520	1205065472	1179322880	1096046080	1128067712	1191397888	1182007168	1217619072	1123420800	1093816192	1161488000	1792741760	1829042944	1750663168	1890162304	1628348160	1794061824	1350795392	1430533888	1873192064	1672001664	1917077120	1872876160	1645986304	1636905856	1609921536	1408175104	1595303808	1588458368	2048262144	2149345024	2165262848	758420864	2109341312	2227667968
"citrate"	30627412	38062216	43125952	34655248	47142676	52688288	37177276	36965632	34529096	33119712	35576808	34907424	27587510	29787202	25481678	26819140	34224024	31850576	27286744	29783876	25378336	25921258	35018012	34528816	51118324	56551180	50278576	51047588	49144368	54498444	32450836	34767000	46732256	42844512	51473256	51602564	34865616	38949428	31979802	31525716	36623404	38043016	81455720	80426240	76073816	22970146	69986800	74678256
"coenzyme A"	57370	80948	82294	65880	102756	133696	116330	126504	146717	160169	124152	164004	111891	127331	122857	102658	104127	138870	152336	85180	91840	146623	116114	159980	282097	254541	275493	313178	334169	344058	178815	198972	324133	252146	307440	330538	157335	222640	169266	181164	225659	183251	456148	444297	553365	50921	508542	569932
"creatine"	96428176	172928864	136966144	127702896	160695808	200898352	205148576	159376496	213387296	238410896	225614224	158624416	184007488	219078592	213480560	178558848	161979504	174945856	201681664	196935840	217257296	168557584	159554128	154265616	285635520	317158080	269773088	316486816	237808016	338081248	147581504	226194448	320039648	249635008	345835136	284625760	273952768	196426080	256016544	183800720	231821472	268292544	259853264	377937952	401948576	108735720	371525152	342110336
"creatine phosphate"	185810	407006	462847	392931	419420	543557	464101	288387	517418	567570	493836	549251	537668	424991	480669	617047	567145	522824	498509	363663	454464	562968	569842	559733	806337	923699	966078	945614	882501	873576	511989	585377	911387	1004512	1055179	1017574	707315	712258	561157	657479	819370	802789	1428470	1412174	1393098	410321	1311644	1565010
"creatinine"	6159543	17079096	12509443	8374275	10230395	14336449	11359602	8662367	11832016	15162896	15810209	11741259	7204777	11425023	13289257	9016747	8861750	10602944	12651005	11149392	12565886	11033783	13514331	6663213	19196872	20118276	13525962	21271636	12238146	20174932	8831762	13828189	21798780	12957873	22789744	15181163	16495236	9165333	15856994	11227403	13692701	17258504	12153111	19090940	27290044	7396167	16460356	24039520
"cysteine"	124943	1185553	363692	285497	577130	551747	502047	312213	500299	539098	896267	655897	374923	675505	666434	402371	442784	511551	522453	334331	526719	375039	778422	442937	592631	585459	483001	720771	363346	668008	361279	480730	876950	486021	943199	577646	627908	361224	554024	289452	528593	772804	912176	689527	1118081	215762	1033911	1217431
"cysteinylglycine"	424565	726816	685861	293870	927322	1428316	1100744	1278574	1280229	1167864	955558	913426	967502	1136294	653427	474969	664350	1055096	620477	NA	NA	454901	568502	951520	2603979	2731321	2944888	2930015	2519716	3657794	1372221	1669384	3265911	2337724	3643430	3610981	1235447	1389785	1307670	906815	1669096	1590283	4096049	4846018	5068843	483397	4648262	6059881
"cytidine"	37805	336071	51059	85619	43295	111925	17736	20234	17890	22090	17345	NA	NA	NA	NA	NA	NA	NA	21240	NA	20473	13313	32437	21734	29844	26944	NA	NA	22716	11639	NA	NA	NA	14934	35039	28712	19772	20740	27974	18916	23040	20927	29539	30493	20985	NA	27832	22926
"cytidine 5'-diphosphocholine"	NA	NA	18669	NA	NA	NA	NA	23331	14124	NA	NA	NA	NA	NA	NA	12036	NA	NA	NA	NA	NA	15007	NA	NA	NA	NA	25686	NA	34454	NA	NA	18343	NA	NA	NA	30618	56856	28504	50736	26808	34335	42739	32199	NA	68204	NA	51172	55100
"cytidine 5'-monophosphate (5'-CMP)"	386996	842427	550512	362381	528345	1074244	1036089	583365	565145	1062186	748209	473790	474393	776843	646084	382377	415571	445407	670805	1152498	675023	460974	415995	460708	1014944	1686022	622857	1475056	710046	1812634	561317	792357	1384726	533036	1561373	736271	1204277	535252	932346	514463	667464	998123	889555	1076937	2155179	236533	1055359	1182137
"cytidine 5'-monophospho-N-acetylneuraminic acid"	NA	130687	256466	47421	123429	334420	NA	103546	259934	NA	59664	274140	87441	186747	187055	55249	120950	167594	75268	122965	223927	80418	63833	242561	115491	391108	362492	113583	100763	396218	60200	60682	433071	29484	182430	394270	94862	165344	317785	116015	343254	299673	233477	395072	628029	NA	330968	806466
"cytidine diphosphate"	183334	199767	289571	194169	186948	330643	420148	262100	401892	368383	267817	394505	309458	280092	288455	305722	251984	270098	311585	303149	313529	320358	226178	334620	599681	630383	548715	563465	489138	570860	384152	331722	512325	413985	624309	608290	270125	316380	288792	286192	243827	364241	943586	876648	885926	262204	792587	971146
"cytidine triphosphate"	915037	1192578	591388	730914	769182	704115	1031261	1157057	809020	940629	856563	747580	975167	909319	645904	855344	742315	627358	814924	677068	631290	773584	1039322	609773	1145856	1239424	963107	1198598	1239432	1182880	880299	930898	1136631	1175006	1262531	1119157	805123	816066	664537	738025	780733	733808	1766990	1859252	1731264	902827	1619240	1800963
"deoxycarnitine"	4014104	6587687	5360673	4487584	5686849	8072214	9247486	6201151	6614184	9601057	8137018	6022221	4627075	8399541	7735190	4861555	5628944	5810160	8078128	7811729	7254788	5977476	5277917	3961107	11681047	12826313	7762747	13071218	9195900	13340909	5431357	7539225	12408827	8064408	13638241	7423650	10507813	4723683	8702657	6158752	7654904	10225812	12763953	11984699	19947356	2968016	10291140	17156444
"dihydroxyacetone phosphate (DHAP)"	144616	191058	204305	141526	319450	311822	126711	137855	NA	327732	321141	125747	213988	245857	257189	150632	NA	138443	584161	293556	196863	234928	NA	138966	504814	656352	430993	673530	402113	520131	70431	233567	443540	348809	571895	273588	573165	423691	412484	300191	554761	667713	1373406	1174681	993095	NA	798754	690674
"dimethylarginine (SDMA + ADMA)"	NA	418298	NA	NA	18322	NA	NA	NA	218276	NA	194651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	104274	198083	NA	345853	267845	211017	267750	NA	NA	222156	NA	322781	NA	203115	NA	203928	224818	144968	131264	507201	520463	622148	NA	605241	753552
"dimethylglycine"	620179	326869	NA	408893	NA	320458	461963	459734	NA	NA	256781	NA	NA	NA	NA	NA	212949	NA	546695	304076	NA	NA	NA	NA	NA	491711	NA	505382	241661	412244	606965	NA	1279970	354276	NA	NA	355102	NA	NA	NA	NA	NA	NA	NA	583735	420193	NA	NA
"docosahexaenoate (DHA; 22:6n3)"	489850	613915	703726	751982	598870	1008810	967240	699513	680900	840413	885952	649115	498387	754346	878054	596141	705141	731610	593399	683950	735307	781231	534179	679688	816618	1191726	1060504	774367	800604	607267	1057501	621602	1148425	1667357	1111380	1342023	848592	1133975	1132183	989040	1014636	1142524	585799	644336	683771	255959	797241	694064
"docosapentaenoate (n3 DPA; 22:5n3)"	NA	155960	320913	274482	252360	556062	319258	239341	NA	243171	NA	NA	NA	273399	447379	NA	208741	430213	176397	237318	546300	NA	432090	200650	378713	433115	474082	541669	419406	539849	533334	NA	353047	708780	406155	525125	362718	499577	500039	376773	346124	673896	NA	328379	NA	NA	340171	765456
"eicosapentaenoate (EPA; 20:5n3)"	695277	886789	931198	898952	747645	1092577	863302	682366	1319055	1067433	815319	627961	702575	884209	1359431	1339005	852690	923398	981808	936446	1054641	1068507	881142	767843	1063095	1521964	1073728	845295	1045048	816754	1363766	983878	1054193	1348666	1292694	1460916	1512285	1678881	1695491	1611454	1038879	1297719	745819	821217	814484	303236	736660	743863
"ergothioneine"	NA	89029	41002	26677	48344	101239	75683	47787	33867	NA	67858	41605	17327	55847	70435	18684	22606	NA	NA	77933	46732	20378	34044	27047	162439	430870	168805	325250	134695	369144	34546	115991	376193	105656	401742	154261	84107	46018	91256	NA	77403	104536	261419	607975	1136457	65207	480131	537500
"erythritol"	215678	507637	321087	211068	256308	335480	293234	280617	441023	320984	366689	404698	458568	376166	355945	364081	406899	348005	419618	292816	360761	364927	399727	384233	564123	673030	569983	547735	458399	483611	354797	431623	511894	503197	585449	522574	521022	541626	432034	453009	451155	534703	709112	777427	940390	232196	782401	929894
"erythronate*"	47525128	64452280	68344400	57818360	71814992	85638840	71666224	68766376	90488968	90259240	75338512	91231080	112735928	86535304	85036768	105530000	84399552	84842344	102886088	84074904	96864080	100943552	96526976	97052288	128342096	116548896	120067696	143976800	113821392	116332712	82398600	92424184	122297280	116731160	147025936	131685872	139846800	151916064	145681472	134644720	144475408	138509584	171391728	167361456	177983184	38711668	162609968	192803936
"ethylmalonate"	NA	255228	274086	204253	238266	255821	301346	NA	314817	338390	305234	347156	NA	NA	NA	NA	NA	NA	207034	NA	288395	NA	NA	NA	628779	609136	423731	526430	513574	568869	273070	316965	490372	654129	569416	614228	313646	384968	302550	356975	274031	312105	1171485	895443	1088831	230620	802627	1046661
"flavin adenine dinucleotide (FAD)"	30055	57386	48511	43221	56792	65131	70147	71804	69718	58311	65227	74289	64792	72058	51758	68377	54709	58528	70919	63264	54445	65868	57023	62444	119006	121056	106220	120672	105109	108538	85529	74663	122739	109535	119960	118918	92036	97840	87433	85923	102552	84303	166848	173415	162298	29050	177737	184770
"fructose"	3350499	9588477	4495747	5803004	5800578	6124236	3314745	657950	9640853	8815467	9479271	9696144	9910165	2999496	7625561	8890857	7202861	7072538	7282873	2121141	6532587	6500141	9750078	6768769	10223825	8569128	12896399	13711841	4582621	3855646	9252116	8449425	11516032	11316234	14998565	12124063	10696497	11052081	10125498	8962034	10156076	8810884	16387988	15558754	22884096	6031020	23315736	28034698
"fumarate"	4558337	5742465	4793869	4500732	5614045	6639621	5420405	5200319	7151789	6842360	6308518	7215889	7787531	5083886	5860824	6980429	5548386	5594590	7044612	4475550	6260360	6703609	5988608	5347137	10740692	11634122	11710558	12459848	10216898	10247252	7198101	8177849	11298435	11686232	15535626	12875776	8353721	8757824	8330724	8095816	9639307	9159249	20169208	21368120	20097644	5109485	19675184	21716894
"galactonate"	NA	NA	NA	NA	308510	288712	593412	NA	285980	271887	464400	521006	700491	NA	347625	574775	NA	NA	668973	289018	NA	477256	NA	NA	664581	527569	420157	704040	306744	609497	241583	NA	NA	502561	795371	678261	432587	NA	NA	547263	NA	NA	1052524	1122906	869107	NA	1110031	1142441
"gamma-aminobutyrate (GABA)"	27093806	33062060	28887018	29631772	34679600	52029520	46641752	34133980	33574520	48276784	48250340	31999834	26583936	44272928	46144352	28008806	31304590	35179096	47564612	46597720	38780440	37762088	29199678	15763280	78735248	84243184	46433016	82245760	58471408	86052048	39596428	65092120	82849472	51844952	89595304	47617464	72796032	30080454	66561984	47417792	56612076	71054096	65821412	61217136	99383240	28729802	51519716	92904256
"gamma-carboxyglutamate"	55904	159837	80420	53114	84978	202940	206884	122355	101402	248070	251305	110731	82579	193030	193506	88445	124761	118897	NA	197079	166914	95220	96455	103254	293873	370677	142200	350577	235854	363100	104142	196186	312131	NA	365543	154242	312108	118794	225247	112238	188346	291592	202752	177403	419319	22942	200664	242890
"gamma-glutamyl-epsilon-lysine"	30919	97891	68606	81412	78390	146752	147105	67073	123956	176497	150459	80333	59158	122815	114418	68087	72265	92265	134067	132855	121620	73093	79316	78238	164440	203734	105573	203973	116703	200574	67863	97267	209270	88611	252279	134558	213877	98965	184783	91205	158234	271161	127118	128209	295603	NA	120548	175149
"gamma-glutamylcysteine"	NA	81708	NA	NA	NA	NA	52978	23820	28018	83606	69800	NA	42544	132037	119496	40307	82741	58966	107486	74781	64966	71387	68036	66006	143377	127006	NA	140499	70829	138457	42776	99222	191378	77508	257991	47513	222027	98362	129671	45694	123437	170369	110050	44219	201765	NA	NA	158782
"gamma-glutamylglutamate"	144810	349342	172744	128827	223154	442520	278992	186966	203383	361775	340280	161713	161546	318975	328564	152065	239854	240293	306523	371812	294785	174860	256069	193373	438483	506056	199248	541259	418349	510590	230416	188971	513262	177016	591119	295638	647699	305897	428571	245543	349941	537181	355061	375882	954879	70658	412458	454721
"gamma-glutamylglutamine"	19431	413308	46464	45936	95823	151365	NA	NA	44536	75131	92904	NA	15266	23219	48939	22175	32291	28907	45941	27480	NA	12328	143600	46000	40475	43265	56759	85805	32736	69306	18105	NA	NA	NA	92429	49920	82140	25882	53713	18241	30720	50741	44455	43876	185093	NA	118678	79261
"gamma-glutamylisoleucine*"	NA	177452	117714	NA	136619	177134	176140	82897	102021	177386	212155	99988	NA	172196	157782	74985	104788	95932	191835	203158	195256	118841	122436	112973	111102	293025	88785	238917	126775	264182	55050	144588	291257	152048	268154	112613	289913	125482	169397	130950	193537	288452	136343	158564	288174	35356	177164	NA
"gamma-glutamylleucine"	NA	42146	NA	NA	35701	61902	53425	NA	35807	NA	52198	NA	NA	33753	47252	42026	38166	NA	58575	88289	68611	NA	49967	36841	NA	98341	43415	86523	48877	82838	NA	NA	67905	32006	94003	NA	93668	44969	66516	36927	68441	114900	102473	80950	112889	NA	72759	NA
"gamma-glutamylthreonine*"	44826	112865	50553	38978	55256	113074	103777	73596	76186	121452	147421	71696	73813	165891	104137	77392	110896	124564	175757	205577	157070	88867	93941	102557	163833	175600	63811	173146	157672	175124	63709	89047	196300	87968	221436	116294	218006	123031	168075	103564	109673	179645	98480	99043	248994	NA	114341	127784
"gamma-glutamylvaline"	34788	106114	NA	38910	85808	99019	128573	65099	NA	131584	136222	55266	NA	115714	104848	42356	NA	53898	104058	173457	108490	86903	102382	49106	143071	195560	115929	163550	86675	192126	52945	73653	189084	69290	211276	86200	163467	NA	119549	98016	139494	199861	117476	121849	233322	26375	112723	144668
"gluconate"	833206	747762	NA	1132840	664509	543535	1334784	572357	958726	1090437	1179664	1204477	1961433	678067	719452	1261021	787481	NA	1218913	540870	NA	927480	413436	737762	2125948	1729729	1323216	2287129	1558381	1283817	1791203	1643569	952376	2088000	2400579	1963370	1245871	950121	1155486	1448023	702409	NA	1606648	1335160	1205543	NA	1854397	1394270
"glucose"	11305038	166805152	10908174	14812835	36775560	26653478	4994947	2920688	36027616	24325412	64563520	47565256	17689128	4406807	33569200	36315084	31813128	25010276	18186016	4573167	28270242	20210640	132927384	36267792	14281420	7060326	38262384	31894576	6052147	5283379	15100937	10736438	27461664	19040500	35669016	26517032	25257168	21706840	23689608	18169736	17175432	12561850	10039971	6684930	20117518	3863506	35120984	30432460
"glucuronate"	183654	283463	245443	324886	256177	265378	394917	428993	402707	368192	277005	431016	402490	399294	204775	321083	226202	152282	327356	220863	281308	277605	373871	289553	483838	567883	470874	651189	513788	482450	341017	292292	548746	576720	651077	778536	NA	407899	352239	437397	407638	364144	881328	1109489	737094	233979	785973	873322
"glutamate"	617207680	920238528	816443392	695711424	889575360	1087334144	949306432	818005120	846096960	1016662528	922481856	835962944	834544704	1009481728	904216640	779522688	772319552	792547328	1011469504	954907776	922446656	791798912	808927424	819456128	1419421184	1445676032	1197944448	1387409792	1174032640	1406177280	767304896	893823168	1305541120	1113698560	1461271168	1188615552	1161864704	1017828480	1073427392	855578368	967230400	1049550720	1700480896	1707019776	2013482624	410962464	1856109184	1924794368
"glutamate, gamma-methyl ester"	1064225	3564730	1746537	1382647	1979385	4242523	3616905	2792091	4852473	4459934	5770353	2396406	2685087	4417024	2895138	2413618	2679476	2290489	3207053	3420987	3974842	2568662	3483853	3052042	9488348	11457265	10496011	12207549	7390321	16091357	NA	3766764	15993947	5944968	23955676	16385014	9381664	4640538	5809087	2836245	4102315	4242510	29596074	33831792	49963360	7696467	39742720	41404884
"glutamine"	45454508	175097232	56929880	50183272	78730776	125311648	43706976	15964087	75357808	97194960	130352112	80289952	56339784	39553244	83134312	61396120	73842752	79716704	64767872	34231696	81007048	52566928	120966072	109233528	49834816	40662824	114979928	117292960	61737400	64872032	49838144	65252156	100247384	59269232	107716472	80617424	73084616	56072572	74066856	43056976	46813700	64646236	26135608	18025406	91102320	14593372	113683720	68710384
"glutarate (pentanedioate)"	625588	454382	711260	511904	402260	601176	397723	430249	613090	395598	455565	534932	698448	553018	565235	506078	NA	484885	505891	527262	504489	541297	360021	411229	672638	627829	628403	679969	478137	565661	417112	474493	559869	460874	733360	637171	504798	604773	727300	560306	606989	713673	1862314	1311667	1590895	443978	1482500	1372858
"glutathione, oxidized (GSSG)"	6608406	13877153	10079794	9575344	7758857	14550121	14251985	8943642	8756653	15007983	16488413	9307185	6999137	10067144	10089506	7696899	6748090	7774022	10399603	15778422	12095240	6712085	7133100	6456062	14525779	25325108	14225812	18126140	8865077	15900659	8356574	11760506	15104953	9436072	16848898	11075089	17370232	8361735	15212939	7893058	8823934	15386291	9415887	10040924	16306597	4214622	9438023	9582472
"glutathione, reduced (GSH)"	20022298	22030064	20921770	15844970	30881384	30871936	35719336	30668356	32640784	36610672	25822492	30882478	29568116	27933848	22781512	21077346	24623708	23672504	29657022	14302753	15222735	25852176	20403918	24813854	67031040	62094600	58534352	68342672	65992968	67167224	48875280	46590248	69953184	63703060	70543792	68699992	36855208	38160232	31821004	35314104	37158088	32467756	91287560	88666032	94467248	16012162	93355184	97722424
"glycerate"	518724	1034984	544442	694423	1399974	996743	346453	398856	758459	489234	648152	584906	715670	575822	474547	576024	650646	443979	440967	474502	578982	457243	869689	617576	954437	777307	782601	1072448	489412	688295	709768	1175909	1719405	1570309	3387779	2326620	1599082	621612	816036	351735	701570	439851	2211920	2458459	3943730	377591	2623410	4511077
"glycerol"	NA	NA	128841	NA	224453	313873	294822	163652	NA	315450	NA	NA	NA	340973	349186	NA	NA	154331	245012	451738	378967	NA	NA	NA	334771	410255	457376	381968	223483	417018	569351	374496	NA	NA	NA	371638	323671	294724	NA	NA	NA	278257	408091	559119	510702	NA	436403	339354
"glycerol 3-phosphate"	107368	183469	483160	168510	215881	628187	123104	157348	983451	181093	232875	714488	397943	503517	863808	421993	382199	653814	383311	314249	947313	306264	323264	784825	248478	933518	938865	420292	236737	801815	108582	248018	982475	347430	725112	1135793	518203	783515	1660574	801749	1311616	1218676	772931	951184	1291288	96787	789630	1849728
"glycerophosphoethanolamine"	2989312	3681780	4128264	3274284	4135343	4866721	4554623	4241889	5838385	5189555	5057860	6021901	4750416	3844937	3816411	4615950	3636527	3863074	3952171	3134614	3632212	3655955	3337721	3679630	8280322	8335515	8194792	8838792	8051375	8077326	6245493	6652072	7929440	8351083	9866821	8812631	3992640	4549839	4066111	3775851	4527242	4058141	11274741	10845454	11143018	2287268	11188491	13007488
"glycerophosphoglycerol"	976328	1405648	1299853	1173672	1662178	1689683	1464156	1280879	1448142	1533474	1301450	1492975	1967141	1417759	1186543	1584636	1174178	1134430	1673887	1265417	1281535	1396188	1282097	1397463	3024388	2682648	2428238	2944998	2372476	2360576	1691678	1840103	2506990	2756619	3151569	2821016	1971427	2285735	1735382	1678320	1891737	1712429	6532614	6152045	5489837	1331666	6002519	6712308
"glycerophosphoinositol*"	306969	591004	1743011	510275	489044	2187891	127808	440344	2191126	274280	325765	1864235	442333	1335554	1516618	320898	464808	1406206	242097	518749	1629545	326343	336882	1682515	303061	2161824	2090321	441696	345932	2048479	157598	357712	2354079	338320	944697	2461459	273290	538065	1722572	502071	1894362	1780756	840363	1598010	4145441	447222	1588643	5845189
"glycerophosphorylcholine (GPC)"	176483248	249942032	222967392	215022800	237880544	271058848	306916128	225940000	328254784	377775840	372896000	345329024	211744144	222570528	242188704	230559744	223410000	232247232	204524320	191638720	206996896	188530688	192129456	206042432	402734816	393877056	368282048	429376320	371795360	409681216	318460480	340095680	407292448	381366688	440055808	380398048	221172016	205072048	215473648	169933760	218486016	219288928	332555136	328498880	353185568	137864480	360788448	366802784
"glycine"	7283213	11345546	9203803	8567264	11642760	14231989	13048454	12224384	10862589	15037515	11951796	10334353	5925371	9552053	8778722	5687577	8199159	8677258	8934697	8916339	8719194	8055057	9116884	5848647	15354474	15447467	11450857	16432788	15712832	16412423	9400552	9340036	15361301	12833152	17574478	12874137	11185024	8495554	11427126	8323501	10604532	11638775	16681981	14530682	22273686	4810475	17180090	20427832
"glycosyl-N-palmitoyl-sphingosine"	879325	556398	693490	395028	696728	648585	1181485	1384738	278405	581489	576401	853099	1127294	869584	844356	1211644	864001	971760	1289038	1046601	708055	1169146	984330	1421653	204806	402035	453086	632522	147435	399138	230405	330671	179240	677185	405666	432752	375708	781262	310559	595937	893994	1103079	274153	721357	223385	NA	393400	698203
"guanine"	89168	798114	NA	100699	278530	272684	298496	1521922	585802	1156833	490590	254792	307679	1084236	527190	345765	1178174	325194	699893	237245	529011	597933	420516	292600	2165383	735668	NA	1270626	1978006	814072	476490	814268	986538	1081292	2297371	100899	1464739	658535	954021	660697	1331879	245865	NA	363491	2418494	NA	2245818	1022575
"guanosine"	519339	765292	331442	289150	343181	453569	523958	268157	111856	383678	315802	168725	90967	306569	324197	155382	259302	179795	460713	762650	687321	311197	148142	277651	659908	600713	95558	394367	256397	529382	234617	235605	468197	189522	696085	333019	1286821	NA	951109	509056	537995	1091544	538333	479602	1620988	70513	437230	513957
"guanosine 5'- monophosphate (5'-GMP)"	NA	NA	152936	55847	76970	172496	135017	NA	77001	108524	90416	94131	60079	94565	103276	46200	47900	83701	79930	225572	104938	79201	40000	68849	118378	247936	147125	227233	68669	394314	52770	72455	237566	48217	151594	161971	276598	100175	180394	86951	93639	375293	180376	157358	307306	48195	96538	191711
"guanosine 5'-diphospho-fucose"	NA	41556	47247	27248	44962	62036	37261	61251	54127	62609	62044	66066	29812	55007	41967	41018	48512	51758	64308	25074	49874	45107	43218	50323	101677	114511	112492	105373	99144	94319	73714	62820	89454	91865	109255	95826	76316	93379	68535	70861	77647	75393	146788	150974	155440	NA	160761	179076
"guanosine 5'-triphosphate"	NA	364700	101857	102949	111362	NA	97745	258869	NA	NA	NA	NA	110736	NA	97257	96740	69242	NA	128141	NA	NA	109686	294771	NA	NA	129895	152227	143584	NA	NA	NA	NA	110449	145368	NA	NA	76868	107723	NA	69643	140124	162373	164990	262633	127689	290769	115136	211548
"gulonic acid*"	722874	1910209	2100014	2501289	2777195	2457354	2591073	2146182	3874960	3544858	2854701	3295211	4611124	2580818	2727779	3323049	2073171	2393189	2782790	2219654	2490729	2579296	2420604	3013007	5743037	5643714	5500207	5868694	3742779	4667960	2300341	4445738	4971232	4363051	7265524	5338711	3570836	4692731	3097971	2834986	3743491	2970719	12826039	13036378	12252139	1995568	11459661	12059061
"HEPES"	39375928	143923104	44289792	41406376	63245504	59362072	48310032	43441504	58987024	53333200	79317184	62535344	49003736	45310620	51602496	53403492	54936296	49890728	51562268	43532880	49303312	49482436	114833504	53068076	67741800	65048076	68087656	68422704	59036132	60485968	51447836	46100352	66173740	59834948	71138328	66680224	57647616	54783336	54199304	52156524	57215568	54470592	80242464	77791520	83227712	24299028	88541464	85126600
"heptanoate (7:0)"	896838	1059960	4575887	1074561	1657731	1806301	692573	4777040	272883	1046644	1058346	NA	873651	3868141	1648407	1223239	1762698	1126687	827958	2552981	2311083	813396	712743	605153	769516	3531869	413263	949838	3978784	NA	633132	1770139	NA	531383	2400327	637705	946576	1479079	1335210	711032	3090112	1672205	930503	1969960	189286	956336	2415783	NA
"hexanoylcarnitine"	145537	110669	209867	150801	200451	181583	351911	578427	119125	149966	76135	81855	184517	373693	146702	111687	132714	132853	293746	484622	194835	217109	157955	127794	284548	260258	83620	148717	204745	241470	83517	112948	127169	102288	135894	105113	142445	141079	138707	141647	166640	132875	191339	270264	145543	45317	174024	79385
"hippurate"	NA	491160	315037	43105	100470	82503	62927	50416	113011	86032	178040	141100	66396	68412	98763	94456	102410	85058	96036	60070	109544	88833	343963	112611	109565	81656	118371	140507	108594	92943	77274	61558	116299	78981	113622	101123	121377	116207	130875	90866	109814	114309	199693	183410	170246	40795	220410	185251
"histidine"	5683172	31967636	8870993	8519865	9651166	17874416	12381556	7043117	10473510	15330181	18516206	11581507	8524731	11063543	11049303	8360332	7996468	7295937	12361902	12552514	12689043	7982001	16138453	7362695	16633966	19298568	15878905	21838720	11499403	22090540	7110166	11261431	19199960	10184997	21714676	11257806	17184494	11030470	13687100	9581340	11851887	16196256	19769350	17036328	31196050	4676639	23094862	24251922
"homoarginine"	42534	290371	60150	NA	60243	130440	58251	NA	102228	162829	166132	76696	69552	73378	87577	NA	58574	66799	95342	51896	141876	70916	164599	56139	145529	131779	115458	178917	NA	159961	80725	62080	143946	80644	165247	99352	158038	101481	106789	89713	85076	134462	137294	136301	222617	37758	159174	262920
"homostachydrine*"	142367	384129	203022	114724	149648	283847	333531	197229	219033	317453	395557	180727	197474	254549	294412	219405	238977	267353	368382	289795	299152	222402	108192	209586	421739	369396	220356	462997	298454	465984	158157	288777	488436	278254	509072	275972	419681	243591	353755	276738	250670	424941	436044	443839	768536	102628	440822	556270
"hypotaurine"	1810661	2226421	2308291	2139235	2795488	2970044	3587943	3028624	3789933	3776888	3014962	3631961	4145831	3453718	3135053	3576820	3049547	3111398	3921689	2842145	3107963	3646145	3101894	3081730	5579380	5180729	4901877	5797962	5001883	5091352	3820522	3917436	5423823	5626652	6412583	5406685	3771982	3876635	3743876	3838842	4017161	3587081	7093891	6777831	7412368	1351102	6735885	7853671
"imidazole lactate"	25249	NA	NA	18584	21407	NA	56131	NA	NA	48905	33599	39349	30630	NA	38949	NA	NA	NA	29497	NA	23215	18386	NA	NA	55783	52574	32305	67493	NA	65968	29860	NA	61686	47416	71827	NA	NA	NA	38077	NA	29883	55200	71235	39898	90662	NA	54027	73715
"imidazole propionate"	NA	121240	91516	65419	NA	143248	237329	NA	150409	250056	273145	NA	165624	217649	182096	66005	NA	123933	176256	255680	186703	98416	128467	119810	241850	359692	167291	267381	110272	291363	77905	159674	260788	133054	286735	195114	292832	141493	254475	93983	NA	178081	265163	356461	433081	62147	307817	292691
"inosine"	180626	523989	194413	100336	92809	640500	114797	NA	367127	58247	58612	56931	31748	NA	86878	28670	NA	315910	99312	19143	87339	94474	157648	406362	184193	NA	208087	60959	76331	84848	88280	NA	83145	104324	30196	612723	119080	75062	407038	208854	NA	238834	135757	23178	749984	NA	54242	183206
"Isobar: fructose 1,6-diphosphate, glucose 1,6-diphosphate, myo-inositol 1,4 or 1,3-diphosphate"	2462122	2351740	5276282	2660871	6648775	6284870	514477	469964	3934016	3743455	4001714	4310382	3056798	519726	4413889	4223438	3794697	4020738	3638087	477987	4603088	4649950	6011449	5273544	1718783	1759307	7757528	7991866	1291516	1370520	5157266	4901239	7893358	7389380	8230733	7373541	7460948	8206530	7437933	6429341	7537669	6943850	3202720	3637112	8015275	2602437	10213079	10833520
